id,name,buildingId,floorId
15063,435-6104-clwa-435,10010,13416
15064,443-6104-clwa-443,10010,13416
15065,451hall-6104-clwa-451hall,10010,13416
15066,473hall-6104-clwa-473hall,10010,13416
15067,104hall-6251-clwa-104hall,12546,13417
15068,109hall-6251-clwa-109hall,12546,13417
15069,128-6251-clwa-128,12546,13417
15070,129-6251-clwa-129,12546,13417
15071,130-6251-clwa-130,12546,13417
15072,131-6251-clwa-131,12546,13417
15073,204hall-6252-clwa-204hall,12546,13418
15074,209hall-6252-clwa-209hall,12546,13418
15075,233-6252-clwa-233,12546,13418
15076,262-6802-clwa-262,10059,13262
15077,279-6802-clwa-279,10059,13262
15078,284-6802-clwa-284,10059,13262
15079,120-7131-clwa-120,12526,13267
15080,128-7131-clwa-128,12526,13267
15081,190-7141-clwa-190,12547,13419
15082,190a-7141-clwa-190a,12547,13419
15083,290-7142-clwa-290,12547,13420
15084,143-7151-clwa-143,12548,13421
15085,246-7152-clwa-246,12548,13422
15086,249-7152-clwa-249,12548,13422
15087,249a-7152-clwa-249a,12548,13422
15088,160-7221-clwa-160,12549,13423
15089,132-7231-clwa-132,12537,13319
15090,101-7251-clwa-101,12550,13424
15091,104-7251-clwa-104,12550,13424
15092,201-7252-clwa-201,12550,13425
15093,209-7252-clwa-209,12550,13425
15094,116-7261-clwa-116,10014,13426
15095,216-7262-clwa-216,10014,13427
15096,218-7262-clwa-218,10014,13427
15097,316-7263-clwa-316,10014,13428
15098,112-8001-clwa-112,12528,13270
15099,122-8001-clwa-122,12528,13270
15100,106-8021-clwa-106,10064,13429
15101,120ghall-8021-clwa-120ghall,10064,13429
15102,252b-8022-clwa-252b,10064,13430
15103,282hall-8022-clwa-282hall,10064,13430
15104,299e-8022-clwa-299e,10064,13430
15105,109f-8101-clwa-109f,10088,13431
15106,118Khall-8101-clwa-118Khall,10088,13431
15107,125-8101-clwa-125,10088,13431
15108,158-8101-clwa-158,10088,13431
15109,240c-8112-clwa-240c,10084,13432
15110,326-8121-clwa-326,10089,13271
15111,342hall-8121-clwa-342hall,10089,13271
15112,354hall-8122-clwa-354hall,10089,13433
15113,381b-8122-clwa-381b,10089,13433
15114,a112hall-8131-clwa-a112hall,10082,13434
15115,a122b-8131-clwa-a122b,10082,13434
15116,a124-8131-clwa-a124,10082,13434
15117,a124-8131-clwb-a124,10082,13434
15118,r102-8171-clwa-r102,10063,13435
15119,a120-8171-clwa-a120,10063,13435
15120,r206-8171-clwa-r206,10063,13435
15121,s206hall-8171-clwa-s206hall,10063,13435
15122,c208hall-8171-clwa-c208hall,10063,13435
15123,r304hall-8171-clwa-r304hall,10063,13435
15124,r402hall-8171-clwa-r402hall,10063,13435
15125,c610hall-8171-clwa-c610hall,10063,13435
15126,c640hall-8171-clwa-c640hall,10063,13435
15127,p202hall-8172-clwa-p202hall,10063,13436
15128,p206hall-8172-clwa-p206hall,10063,13436
15129,206hall-8202-clwa-206hall,10076,13437
15130,228hall-8212-clwa-228hall,10085,13438
15131,e118hall-8271-clwa-e118hall,10087,13272
15132,f110-8311-clwa-f110,10097,13439
15133,f110-8311-clwb-f110,10097,13439
15134,f110-8311-clwc-f110,10097,13439
15135,f110-8311-clwd-f110,10097,13439
15136,f110-8311-clwe-f110,10097,13439
15137,f110-8311-clwf-f110,10097,13439
15138,f110-8311-clwg-f110,10097,13439
15139,f114-8311-clwa-f114,10097,13439
15140,104-8331-clwa-104,12551,13440
15141,111-8351-clwa-111,10079,13441
15142,132-8351-clwa-132,10079,13441
15143,141a-8351-clwa-141a,10079,13441
15144,155c-8351-clwa-155c,10079,13441
15145,171b-8351-clwa-171b,10079,13441
15146,172-8351-clwa-172,10079,13441
15147,182hall-8351-clwa-182hall,10079,13441
15148,aud189-8351-clwa-aud189,10079,13441
15149,aud189-8351-clwb-aud189,10079,13441
15150,aud189-8351-clwc-aud189,10079,13441
15151,aud189-8351-clwd-aud189,10079,13441
15152,aud189-8351-clwe-aud189,10079,13441
15153,aud189-8351-clwf-aud189,10079,13441
15154,aud189-8351-clwg-aud189,10079,13441
15155,aud189-8351-clwh-aud189,10079,13441
15156,aud189-8351-clwi-aud189,10079,13441
15157,193d-8351-clwa-193d,10079,13441
15158,208hall-8352-clwa-208hall,10079,13442
15159,222-8352-clwa-222,10079,13442
15160,246-8352-clwa-246,10079,13442
15161,269-8352-clwa-269,10079,13442
15162,285-8352-clwa-285,10079,13442
15163,291-8352-clwa-291,10079,13442
15164,100-8391-clwa-100,10092,13443
15165,102-8391-clwa-102,10092,13443
15166,105-8391-clwa-105,10092,13443
15167,112-8391-clwa-112,10092,13443
15168,122-8391-clwa-122,10092,13443
15169,140-8391-clwa-140,10092,13443
15170,140-8391-clwb-140,10092,13443
15171,140-8391-clwc-140,10092,13443
15172,144hall-8391-clwa-144hall,10092,13443
15173,150-8391-clwa-150,10092,13443
15174,150-8391-clwb-150,10092,13443
15175,150-8391-clwc-150,10092,13443
15176,154hall-8391-clwa-154hall,10092,13443
15177,164hall-8391-clwa-164hall,10092,13443
15178,200-8392-clwa-200,10092,13444
15179,204-8392-clwa-204,10092,13444
15180,205-8392-clwa-205,10092,13444
15181,216-8392-clwa-216,10092,13444
15182,240-8392-clwa-240,10092,13444
15183,240-8392-clwb-240,10092,13444
15184,240-8392-clwc-240,10092,13444
15185,244hall-8392-clwa-244hall,10092,13444
15186,250-8392-clwa-250,10092,13444
15187,250-8392-clwb-250,10092,13444
15188,250-8392-clwc-250,10092,13444
15189,254hall-8392-clwa-254hall,10092,13444
15190,264hall-8392-clwa-264hall,10092,13444
15191,300-8393-clwa-300,10092,13445
15192,304-8393-clwa-304,10092,13445
15193,307-8393-clwa-307,10092,13445
15194,318-8393-clwa-318,10092,13445
15195,340-8393-clwa-340,10092,13445
15196,40-8393-clwb340,10092,13445
15197,340-8393-clwc-340,10092,13445
15198,344hall-8393-clwa-344hall,10092,13445
15199,350-8393-clwa-350,10092,13445
15200,350-8393-clwb-350,10092,13445
15201,350-8393-clwc-350,10092,13445
15202,354hall-8393-clwa-354hall,10092,13445
15203,362hall-8393-clwa-362hall,10092,13445
15204,111-8971-clwa-111,10048,13446
15205,128-9011-clwa-128,10066,13280
15206,201-9012-clwa-201,10066,13281
15207,2114hall-1012-clwa-2114hall,10002,13217
15208,3100-1013-clwa-3100,10002,13447
15209,3220-1013-clwa-3220,10002,13447
15210,1100-2111-clwa-1100,12512,13448
15211,1100-2111-clwb-1100,12512,13448
15212,1100-2111-clwc-1100,12512,13448
15213,1100-2111-clwd-1100,12512,13448
15214,1100-2111-clwe-1100,12512,13448
15215,1148b-2111-clwa-1148b,12512,13448
15216,1165-2111-clwa-1165,12512,13448
15217,1170-2111-clwa-1170,12512,13448
15218,2102-2112-clwa-2102,12512,13449
15219,2142-2112-clwa-2142,12512,13449
15220,3120-2113-clwa-3120,12512,13450
15221,3165-2113-clwa-3165,12512,13450
15222,4128-2114-clwa-4128,12512,13451
15223,4186-2114-clwa-4186,12512,13451
15224,5130-2115-clwa-5130,12512,13452
15225,1222-2131-clwa-1222,12552,13453
15226,1290-2131-clwa-1290,12552,13453
15227,2206-2132-clwa-2206,12552,13454
15228,2290-2132-clwa-2290,12552,13454
15229,3218-2133-clwa-3218,12552,13455
15230,3266-2133-clwa-3266,12552,13455
15231,4206-2134-clwa-4206,12552,13456
15232,4264-2134-clwa-4264,12552,13456
15233,5226-2135-clwa-5226,12552,13457
15234,5250-2135-clwa-5250,12552,13457
15235,1209-hallway-2141-clwa-1209-hallway,10052,13458
15236,1230-2141-clwa-1230,10052,13458
15237,1241-2141-clwa-1241,10052,13458
15238,1507-2141-clwa-1507,10052,13458
15239,1517-2141-clwa-1517,10052,13458
15240,2200-2142-clwa-2200,10052,13459
15241,2221-hallway-2142-clwa-2221-hallway,10052,13459
15242,2240-2142-clwa-2240,10052,13459
15243,2311-2142-clwa-2311,10052,13459
15244,2334-hallway-2142-clwa-2334-hallway,10052,13459
15245,2556-hallway-2142-clwa-2556-hallway,10052,13459
15246,3209-hallway-2143-clwa-3209-hallway,10052,13460
15247,3220-2143-clwa-3220,10052,13460
15248,3243-hallway-2143-clwa-3243-hallway,10052,13460
15249,3260-2143-clwa-3260,10052,13460
15250,3260-2143-clwb-3260,10052,13460
15251,3311-hallway-2143-clwa-3311-hallway,10052,13460
15252,3323-2143-clwa-3323,10052,13460
15253,3556-hallway-2143-clwa-3556-hallway,10052,13460
15254,4210-2144-clwa-4210,10052,13461
15255,4220-2144-clwa-4220,10052,13461
15256,4225-2144-clwa-4225,10052,13461
15257,4245-2144-clwa-4245,10052,13461
15258,4260-2144-clwa-4260,10052,13461
15259,4323-hallway-2144-clwa-4323-hallway,10052,13461
15260,4549-2144-clwa-4549,10052,13461
15261,4566-hallway-2144-clwa-4566-hallway,10052,13461
15262,5204-hallway-2145-clwa-5204-hallway,10052,13462
15263,5218-hallway-2145-clwa-5218-hallway,10052,13462
15264,5304-2145-clwa-5304,10052,13462
15265,5343-hallway-2145-clwa-5343-hallway,10052,13462
15266,5402-2145-clwa-5402,10052,13462
15267,5416-2145-clwa-5416,10052,13462
15268,5542hall-2145-clwa-5542hall,10052,13462
15269,1304-2151-clwa-1304,12553,13463
15270,1304-2151-clwb-1304,12553,13463
15271,1306-2151-clwa-1306,12553,13463
15272,1306-2151-clwb-1306,12553,13463
15273,1368-2151-clwa-1368,12553,13463
15274,1392-2151-clwa-1392,12553,13463
15275,2307-2152-clwa-2307,12553,13464
15276,2317-2152-clwa-2317,12553,13464
15277,2323-2152-clwa-2323,12553,13464
15278,2372-2152-clwa-2372,12553,13464
15279,3306-2153-clwa-3306,12553,13465
15280,3336-2153-clwa-3336,12553,13465
15281,3366-2153-clwa-3366,12553,13465
15282,1000-2221-clwa-1000,10055,13233
15283,1100-2221-clwa-1100,10055,13233
15284,1128-2221-clwa-1128,10055,13233
15285,1200-2221-clwa-1200,10055,13233
15286,1200-2221-clwb-1200,10055,13233
15287,1200-2221-clwc-1200,10055,13233
15288,1200-2221-clwd-1200,10055,13233
15289,1200-2221-clwe-1200,10055,13233
15290,1200-2221-clwf-1200,10055,13233
15291,1200-2221-clwg-1200,10055,13233
15292,1400-2221-clwa-1400,10055,13233
15293,1400-2221-clwb-1400,10055,13233
15294,2013-2222-clwa-2013,10055,13466
15295,2100-2222-clwa-2100,10055,13466
15296,2100-2222-clwb-2100,10055,13466
15297,2200-2222-clwa-2200,10055,13466
15298,2300-2222-clwa-2300,10055,13466
15299,2321-2222-clwa-2321,10055,13466
15300,2511-2222-clwa-2511,10055,13466
15301,3107hall-2223-clwa-3107hall,10055,13467
15302,3205hall-2223-clwa-3205hall,10055,13467
15303,3300-2223-clwa-3300,10055,13467
15304,3310-2223-clwa-3310,10055,13467
15305,3310-2223-clwb-3310,10055,13467
15306,3410-2223-clwa-3410,10055,13467
15307,3910-2223-clwa-3910,10055,13467
15308,4216hall-2224-clwa-4216hall,10055,13468
15309,4300-2224-clwa-4300,10055,13468
15310,4500-2224-clwa-4500,10055,13468
15311,4530-2224-clwa-4530,10055,13468
15312,4619hall-2224-clwa-4619hall,10055,13468
15313,5100hall-2225-clwa-5100hall,10055,13469
15314,5200-2225-clwa-5200,10055,13469
15315,5300-2225-clwa-5300,10055,13469
15316,5400-2225-clwa-5400,10055,13469
15317,5500-2225-clwa-5500,10055,13469
15318,1111-3081-clwa-1111,10032,13239
15319,1112-3081-clwa-1112,10032,13239
15320,1120-3081-clwa-1120,10032,13239
15321,1121-3081-clwa-1121,10032,13239
15322,1130-3081-clwa-1130,10032,13239
15323,1141b-hallway-3081-clwa-1141b-hallway,10032,13239
15324,1150a-3081-clwa-1150a,10032,13239
15325,1200-3081-clwa-1200,10032,13239
15326,1200-3081-clwb-1200,10032,13239
15327,1200-3081-clwc-1200,10032,13239
15328,1200-3081-clwd-1200,10032,13239
15329,1200-3081-clwe-1200,10032,13239
15330,1200-3081-clwf-1200,10032,13239
15331,1200-3081-clwg-1200,10032,13239
15332,2110-3082-clwa-2110,10032,13470
15333,2111-3082-clwa-2111,10032,13470
15334,2121-3082-clwa-2121,10032,13470
15335,2130-3082-clwa-2130,10032,13470
15336,2141-3082-clwa-2141,10032,13470
15337,2150-3082-clwa-2150,10032,13470
15338,2210-3082-clwa-2210,10032,13470
15339,2212-3082-clwa-2212,10032,13470
15340,2217-3082-clwa-2217,10032,13470
15341,2400-3082-clwa-2400,10032,13470
15342,2409-3082-clwa-2409,10032,13470
15343,2430-3082-clwa-2430,10032,13470
15344,3110-3083-clwa-3110,10032,13471
15345,3111-3083-clwa-3111,10032,13471
15346,3111-3083-clwb-3111,10032,13471
15347,3115-3083-clwa-3115,10032,13471
15348,3121-3083-clwa-3121,10032,13471
15349,3130-3083-clwa-3130,10032,13471
15350,3131-3083-clwa-3131,10032,13471
15351,3200-3083-clwa-3200,10032,13471
15352,3207-3083-clwa-3207,10032,13471
15353,3406-3083-clwa-3406,10032,13471
15354,3418-3083-clwa-3418,10032,13471
15355,3432-3083-clwa-3432,10032,13471
15356,4110-3084-clwa-4110,10032,13472
15357,4111-3084-clwa-4111,10032,13472
15358,4120-3084-clwa-4120,10032,13472
15359,4121-3084-clwa-4121,10032,13472
15360,4130-3084-clwa-4130,10032,13472
15361,4131-3084-clwa-4131,10032,13472
15362,4200-3084-clwa-4200,10032,13472
15363,4200-3084-clwb-4200,10032,13472
15364,4213-3084-clwa-4213,10032,13472
15365,4406-3084-clwa-4406,10032,13472
15366,4418-3084-clwa-4418,10032,13472
15367,4430-3084-clwa-4430,10032,13472
15368,5109-3085-clwa-5109,10032,13473
15369,5212hall-3085-clwa-5212hall,10032,13473
15370,5232hall-3085-clwa-5232hall,10032,13473
15371,5235hall-3085-clwa-5235hall,10032,13473
15372,5268hall-3085-clwa-5268hall,10032,13473
15373,5292hall-3085-clwa-5292hall,10032,13473
15374,5300-3085-clwa-5300,10032,13473
15375,5327-3085-clwa-5327,10032,13473
15376,5400-3085-clwa-5400,10032,13473
15377,5440-3085-clwa-5440,10032,13473
15378,5440hall-3085-clwa-5440hall,10032,13473
15379,1100-3141-clwa-1100,10043,13474
15380,1100-3141-clwb-1100,10043,13474
15381,1100-3141-clwc-1100,10043,13474
15382,1100-3141-clwd-1100,10043,13474
15383,1100-3141-clwe-1100,10043,13474
15384,1200-3141-clwa-1200,10043,13474
15385,1200-3141-clwb-1200,10043,13474
15386,1300-3141-clwa-1300,10043,13474
15387,1300-3141-clwb-1300,10043,13474
15388,1412-3141-clwa-1412,10043,13474
15389,1420-3141-clwa-1420,10043,13474
15390,1422-3141-clwa-1422,10043,13474
15391,1423-3141-clwa-1423,10043,13474
15392,1425-3141-clwa-1425,10043,13474
15393,1427-3141-clwa-1427,10043,13474
15394,1429-3141-clwa-1429,10043,13474
15395,1431-3141-clwa-1431,10043,13474
15396,1433-3141-clwa-1433,10043,13474
15397,1500-3141-clwa-1500,10043,13474
15398,1500-3141-clwb-1500,10043,13474
15399,1600-3141-clwa-1600,10043,13474
15400,1600-3141-clwb-1600,10043,13474
15401,1600-3141-clwc-1600,10043,13474
15402,2019-3142-clwa-2019,10043,13475
15403,2039-3142-clwa-2039,10043,13475
15404,2051-3142-clwa-2051,10043,13475
15405,2059-3142-clwa-2059,10043,13475
15406,2065-3142-clwa-2065,10043,13475
15407,2099-3142-clwa-2099,10043,13475
15408,2209-3142-clwa-2209,10043,13475
15409,2219-3142-clwa-2219,10043,13475
15410,2231-3142-clwa-2231,10043,13475
15411,3019-3143-clwa-3019,10043,13476
15412,3039-3143-clwa-3039,10043,13476
15413,3051-3143-clwa-3051,10043,13476
15414,3059-3143-clwa-3059,10043,13476
15415,3065-3143-clwa-3065,10043,13476
15416,3099-3143-clwa-3099,10043,13476
15417,3209-3143-clwa-3209,10043,13476
15418,3219-3143-clwa-3219,10043,13476
15419,3231-3143-clwa-3231,10043,13476
15420,4019-3144-clwa-4019,10043,13477
15421,4039-3144-clwa-4039,10043,13477
15422,4051-3144-clwa-4051,10043,13477
15423,4059-3144-clwa-4059,10043,13477
15424,4065-3144-clwa-4065,10043,13477
15425,4099-3144-clwa-4099,10043,13477
15426,4209-3144-clwa-4209,10043,13477
15427,4219-3144-clwa-4219,10043,13477
15428,4231-3144-clwa-4231,10043,13477
15429,5019-3145-clwa-5019,10043,13478
15430,5039-3145-clwa-5039,10043,13478
15431,5051-3145-clwa-5051,10043,13478
15432,5059-3145-clwa-5059,10043,13478
15433,5065-3145-clwa-5065,10043,13478
15434,5099-3145-clwa-5099,10043,13478
15435,5209-3145-clwa-5209,10043,13478
15436,5219-3145-clwa-5219,10043,13478
15437,5231-3145-clwa-5231,10043,13478
15438,6011-3146-clwa-6011,10043,13479
15439,6029-3146-clwa-6029,10043,13479
15440,6049-3146-clwa-6049,10043,13479
15441,6122-3146-clwa-6122,10043,13479
15442,6131-3146-clwa-6131,10043,13479
15443,6217-3146-clwa-6217,10043,13479
15444,6219-3146-clwa-6219,10043,13479
15445,-1101-3211b-clwa-1101,10041,13480
15446,-1102-3211b-clwa-1102,10041,13480
15447,-111-3211b-clwa-e1114,10041,13480
15448,3403-3211b-clwa-e1141,10041,13480
15449,-2300-3211b-clwa-e1175,10041,13480
15450,e2145hall-3212b-clwa-e2145hall,10041,13481
15451,0-3212a-clwa-s2233,10041,13481
15452,w2321hall-3212a-clwa-w2321hall,10041,13481
15453,w2340hall-3212a-clwa-w2340hall,10041,13481
15454,e3101-3213b-clwa-e3101,10041,13482
15455,e3112-3213b-clwa-e3112,10041,13482
15456,e3116-3213b-clwa-e3161,10041,13482
15457,s3220hall-3213a-clwa-s3220hall,10041,13482
15458,w3318hall-3213a-clwa-w3318hall,10041,13482
15459,w3330hall-3213a-clwa-w3330hall,10041,13482
15460,e4171-3214b-clwa-e4171,10041,13483
15461,s4211-3214a-clwa-s4211,10041,13483
15462,1301-3251-clwa-1301,10046,13241
15463,1302-3251-clwa-1302,10046,13241
15464,1400-3251-clwa-1400,10046,13241
15465,1400-3251-clwb-1400,10046,13241
15466,2006-3252-clwa-2006,10046,13484
15467,2100-3252-clwa-2100,10046,13484
15468,2301-3252-clwa-2301,10046,13484
15469,2421-3252-clwa-2421,10046,13484
15470,3008-3253-clwa-3008,10046,13242
15471,3100-3253-clwa-3100,10046,13242
15472,4006-3254-clwa-4006,10046,13243
15473,4100-3254-clwa-4100,10046,13243
15474,hallway-1001a-4011-clwa-hallway-1001a,10018,13244
15475,1028-4011-clwa-1028,10018,13244
15476,1123-4011-clwa-1123,10018,13244
15477,1134-4011-clwa-1134,10018,13244
15478,hallway-2006-4012-clwa-hallway-2006,10018,13485
15479,2046-4012-clwa-2046,10018,13485
15480,2141-4012-clwa-2141,10018,13485
15481,2169-4012-clwa-2169,10018,13485
15482,hallway-3026-4013-clwa-hallway-3026,10018,13486
15483,3122-4013-clwa-3122,10018,13486
15484,3171a-4013-clwa-3171a,10018,13486
15485,hallway-4024-4014-clwa-hallway-4024,10018,13487
15486,4129a-4014-clwa-4129a,10018,13487
15487,4171-4014-clwa-4171,10018,13487
15488,hallway-5024-4015-clwa-hallway-5024,10018,13488
15489,hallway-5042-4015-clwa-hallway-5042,10018,13488
15490,1120-4021-clwa-1120,10030,13489
15491,1132-4021-clwa-1132,10030,13489
15492,hwy-1214-4021-clwa-hwy-1214,10030,13489
15493,1422-4021-clwa-1422,10030,13489
15494,1432-4021-clwa-1432,10030,13489
15495,2120-4022-clwa-2120,10030,13490
15496,2138-4022-clwa-2138,10030,13490
15497,hwy-2214-4022-clwa-hwy-2214,10030,13490
15498,hwy-2313-4022-clwa-hwy-2313,10030,13490
15499,hwy-2361-4022-clwa-hwy-2361,10030,13490
15500,hwy-2432-4022-clwa-hwy-2432,10030,13490
15501,3112-4023-clwa-3112,10030,13491
15502,3120-4023-clwa-3120,10030,13491
15503,hwy-3212-4023-clwa-hwy-3212,10030,13491
15504,3300-4023-clwa-3300,10030,13491
15505,3361-4023-clwa-3361,10030,13491
15506,3400-4023-clwa-3400,10030,13491
15507,3400-4023-clwb-3400,10030,13491
15508,4114-4024-clwa-4114,10030,13492
15509,4122-4024-clwa-4122,10030,13492
15510,hwy-4212-4024-clwa-hwy-4212,10030,13492
15511,4300-4024-clwa-4300,10030,13492
15512,4300-4024-clwb-4300,10030,13492
15513,4400-4024-clwa-4400,10030,13492
15514,4400-4024-clwb-4400,10030,13492
15515,5126-4025-clwa-5126,10030,13493
15516,hwy-5217-4025-clwa-hwy-5217,10030,13493
15517,1100-4031-clwa-1100,10015,13494
15518,1100-4031-clwb-1100,10015,13494
15519,1100-4031-clwc-1100,10015,13494
15520,1100-4031-clwd-1100,10015,13494
15521,1100-4031-clwe-1100,10015,13494
15522,1100-4031-clwf-1100,10015,13494
15523,1100-4031-clwg-1100,10015,13494
15524,1200-4031-clwa-1200,10015,13494
15525,1200-4031-clwb-1200,10015,13494
15526,1300-4031-clwa-1300,10015,13494
15527,1300-4031-clwb-1300,10015,13494
15528,1900-4041-clwa-1900,10040,13495
15529,2920-4042-clwa-2920,10040,13496
15530,2940-4042-clwa-2940,10040,13496
15531,1222-4171-clwa-1222,10042,13497
15532,1311-4171-clwa-1311,10042,13497
15533,2214-4172-clwa-2214,10042,13498
15534,2313-4172-clwa-2313,10042,13498
15535,3111-4173-clwa-3111,10042,13499
15536,3215-4173-clwa-3215,10042,13499
15537,3321hall-4173-clwa-3321hall,10042,13499
15538,1114Hall-5031-clwa-1114Hall,10013,13500
15539,1132hall-5031-clwa-1132hall,10013,13500
15540,1216Hall-5031-clwa-1216Hall,10013,13500
15541,1310b-5031-clwa-1310b,10013,13500
15542,1416-5031-clwa-1416,10013,13500
15543,2139Hall-5032-clwa-2139Hall,10013,13501
15544,2205Hall-5032-clwa-2205Hall,10013,13501
15545,2236Hall-5032-clwa-2236Hall,10013,13501
15546,2413Hall-5032-clwa-2413Hall,10013,13501
15547,3108Hall-5033-clwa-3108Hall,10013,13502
15548,3209Hall-5033-clwa-3209Hall,10013,13502
15549,3236Hall-5033-clwa-3236Hall,10013,13502
15550,3316Hall-5033-clwa-3316Hall,10013,13502
15551,3416-5033-clwa-3416,10013,13502
15552,4137Hall-5034-clwa-4137Hall,10013,13503
15553,4205Hall-5034-clwa-4205Hall,10013,13503
15554,4307Hall-5034-clwa-4307Hall,10013,13503
15555,4404Hall-5034-clwa-4404Hall,10013,13503
15556,5215-5035-clwa-5215,10013,13504
15557,5339a-5035-clwa-5339a,10013,13504
15558,5414-5035-clwa-5414,10013,13504
15559,-1114a-5171a-clwa-1114a,10037,13505
15560,-1242-5171a-clwa-1242,10037,13505
15561,-1413-5171a-clwa-1413,10037,13505
15562,-2124-5172a-clwa-2124,10037,13506
15563,-2144-5172a-clwa-2144,10037,13506
15564,-2242-5172a-clwa-2242,10037,13506
15565,-2302-5172b-clwa-2302,10037,13506
15566,-2302-5172b-clwb-2302,10037,13506
15567,-2403-5172b-clwa-2403,10037,13506
15568,-2403-5172b-clwb-2403,10037,13506
15569,-3112-5173a-clwa-3112,10037,13507
15570,-3242-5173a-clwa-3242,10037,13507
15571,-3302-5173b-clwa-3302,10037,13507
15572,-3304-5173b-clwa-3304,10037,13507
15573,-3403-5173b-clwa-3403,10037,13507
15574,-3403-5173b-clwb-3403,10037,13507
15575,-4112-5174a-clwa-4112,10037,13508
15576,-4242-5174a-clwa-4242,10037,13508
15577,-4302-5174b-clwa-4302,10037,13508
15578,-4302-5174b-clwb-4302,10037,13508
15579,-4403-5174b-clwa-4403,10037,13508
15580,-4403-5174b-clwb-4403,10037,13508
15581,1002hallway-5191-clwa-1002hallway,10031,13509
15582,1200-5191-clwa-1200,10031,13509
15583,1200-5191-clwb-1200,10031,13509
15584,1200-5191-clwc-1200,10031,13509
15585,1200-5191-clwd-1200,10031,13509
15586,1200-5191-clwe-1200,10031,13509
15587,1200-5191-clwf-1200,10031,13509
15588,1200-5191-clwg-1200,10031,13509
15589,1200-5191-clwh-1200,10031,13509
15590,1200-5191-clwi-1200,10031,13509
15591,1200-5191-clwj-1200,10031,13509
15592,1314hallway-5191-clwa-1314hallway,10031,13509
15593,1328hallway-5191-clwa-1328hallway,10031,13509
15594,1400-5191-clwa-1400,10031,13509
15595,1400-5191-clwb-1400,10031,13509
15596,1421hallway-5191-clwa-1421hallway,10031,13509
15597,2013hallway-5192-clwa-2013hallway,10031,13510
15598,2130-5192-clwa-2130,10031,13510
15599,2218hallway-5192-clwa-2218hallway,10031,13510
15600,2300-5192-clwa-2300,10031,13510
15601,2300-5192-clwb-2300,10031,13510
15602,2300-5192-clwc-2300,10031,13510
15603,2331-5192-clwa-2331,10031,13510
15604,2400-5192-clwa-2400,10031,13510
15605,2400-5192-clwb-2400,10031,13510
15606,2639hallway-5192-clwa-2639hallway,10031,13510
15607,3025hallway-5193-clwa-3025hallway,10031,13511
15608,3114hallway-5193-clwa-3114hallway,10031,13511
15609,3130-5193-clwa-3130,10031,13511
15610,3300-5193-clwa-3300,10031,13511
15611,3300-5193-clwb-3300,10031,13511
15612,3300-5193-clwc-3300,10031,13511
15613,3400-5193-clwa-3400,10031,13511
15614,3400-5193-clwb-3400,10031,13511
15615,3400-5193-clwc-3400,10031,13511
15616,3622hallway-5193-clwa-3622hallway,10031,13511
15617,-6129hall-5206b-clwa-6129hall,10061,13253
15618,-6165hall-5206a-clwa-6165hall,10061,13253
15619,-6305hall-5206a-clwa-6305hall,10061,13253
15620,-6337hall-5206b-clwa-6337hall,10061,13253
15621,1100-6051-clwa-1100,10058,13258
15622,1100-6051-clwb-1100,10058,13258
15623,1110-6051-clwa-1110,10058,13258
15624,1110-6051-clwb-1110,10058,13258
15625,1120-6051-clwa-1120,10058,13258
15626,1120-6051-clwb-1120,10058,13258
15627,1600-6051-clwa-1600,10058,13258
15628,1600-6051-clwb-1600,10058,13258
15629,1600-6051-clwc-1600,10058,13258
15630,1600-6051-clwd-1600,10058,13258
15631,1700-6051-clwa-1700,10058,13258
15632,1700-6051-clwb-1700,10058,13258
15633,1700-6051-clwc-1700,10058,13258
15634,1700-6051-clwd-1700,10058,13258
15635,2100-6052-clwa-2100,10058,13259
15636,2100-6052-clwb-2100,10058,13259
15637,2200-6052-clwa-2200,10058,13259
15638,2200-6052-clwb-2200,10058,13259
15639,2210-6052-clwa-2210,10058,13259
15640,2500-6052-clwa-2500,10058,13259
15641,2500-6052-clwb-2500,10058,13259
15642,2510-6052-clwa-2510,10058,13259
15643,2600-6052-clwa-2600,10058,13259
15644,2600-6052-clwb-2600,10058,13259
15645,2610-6052-clwa-2610,10058,13259
15646,2700-6052-clwa-2700,10058,13259
15647,2700-6052-clwb-2700,10058,13259
15648,2710-6052-clwa-2710,10058,13259
15649,2800-6052-clwa-2800,10058,13259
15650,2800-6052-clwb-2800,10058,13259
15651,3000-6053-clwa-3000,10058,13260
15652,3200-6053-clwa-3200,10058,13260
15653,3200hall-6053-clwa-3200hall,10058,13260
15654,3200hall-6053-clwb-3200hall,10058,13260
15655,3200hall-6053-clwc-3200hall,10058,13260
15656,3200hall-6053-clwd-3200hall,10058,13260
15657,3200hall-6053-clwe-3200hall,10058,13260
15658,3200hall-6053-clwf-3200hall,10058,13260
15659,3200hall-6053-clwg-3200hall,10058,13260
15660,3249-6053-clwa-3249,10058,13260
15661,3255-6053-clwa-3255,10058,13260
15662,3271-6053-clwa-3271,10058,13260
15663,3310-6053-clwa-3310,10058,13260
15664,3400hall-6053-clwa-3400hall,10058,13260
15665,3500-6053-clwa-3500,10058,13260
15666,3500hall-6053-clwa-3500hall,10058,13260
15667,3600-6053-clwa-3600,10058,13260
15668,3600hall-6053-clwa-3600hall,10058,13260
15669,3600-6053-clwb-3600,10058,13260
15670,3610-6053-clwa-3610,10058,13260
15671,3610-6053-clwb-3610,10058,13260
