"space_id","space_name","space_type","building_id","floor_id","lattitude","longitude"
900,b100-605b-clwa-b100,Room,40,276,,
603,room5-0231-clwa-room5,Room,7,168,,
653,hallway-6051-clwc-hallway,Room,40,217,,
834,"1111-0031-clwb-1111",Room,65,263,,
1091,b109-113b1-clwa-b109,Room,17,182,,
1816,"4566-hallway-2144-clwa-4566-hallway",Room,71,425,,
772,"226f-hwy-0022-clwa-226f-hwy",Room,64,251,,
2513,"250-t112-clwc-250",Room,150,514,,
1629,"249-7152-clwa-249",Room,112,383,,
1077,a103-113a1-clwa-a103,Room,17,302,,
2020,"1400-3251-clwb-1400",Room,29,200,,
1871,"5400-2225-clwa-5400",Room,22,433,,
1043,"400-1024-clwa-400",Room,5,179,,
1590,"185-6101-clwa-185",Room,77,374,,
1418,"140-4131-clwa-140",Room,102,349,,
2226,"3610-6053-clwb-3610",Room,40,219,,
1699,aud189-8351-clwd-aud189,Room,124,405,,
1976,"4039-3144-clwa-4039",Room,128,441,,
2359,"2090-8362-clwa-2090",Room,53,491,,
2319,"3100-7213-clwb-3100",Room,47,485,,
1653,"326-8121-clwa-326",Room,50,230,,
1051,"201ehall-1052-clwa-201ehall",Room,16,294,,
2542,"380-twr3-clwa-380",Room,153,520,,
1990,"5209-3145-clwa-5209",Room,128,442,,
2190,"2100-6052-clwa-2100",Room,40,218,,
1678,"451-8254-clwa-451",Room,51,402,,
699,admin-6802-clwa-admin,Room,41,221,,
1866,"4530-2224-clwa-4530",Room,22,432,,
691,wellnesslab-6801-clwa-wellnesslab,Room,41,220,,
652,lounge-6051-clwb-lounge,Room,40,217,,
1040,"380-1023-clwa-380",Room,5,178,,
1716,"122-8391-clwa-122",Room,81,407,,
1198,"610-2016-clwa-610",Room,18,187,,
810,"126hall-0051-clwa-126hall",Room,1,160,,
2548,commons-ver1-clwa-commons,Room,157,524,,
590,elev-hallway-2016-clwa-elev-hallway,Room,18,187,,
1680,f110-8311-clwa-f110,Room,122,403,,
668,hallway-6052-clwa-hallway,Room,40,218,,
1318,"502hall-3035-clwa-502hall",Room,26,329,,
532,lobby-0082-clwa-lobby,Room,3,163,,
928,"2050-0082-clwa-2050",Room,3,163,,
2369,"3044-8363-clwa-3044",Room,53,492,,
1012,"5000hall-0085-clwa-5000hall",Room,3,164,,
2156,"2300-5192-clwb-2300",Room,75,474,,
2367,"3004-8363-clwc-3004",Room,53,492,,
953,L001-836b-clwb-L001,Room,53,282,,
1083,c105-113c1-clwa-c105,Room,17,303,,
1964,"2219-3142-clwa-2219",Room,128,439,,
743,west-9012-clwa-west,Room,57,241,,
2393,"1514-8451-clwa-1514",Room,54,234,,
604,conf-2331-clwa-conf,Room,23,193,,
1284,"174-3021-clwc-174",Room,25,195,,
1199,"640-2016-clwa-640",Room,18,187,,
2062,"3400-4023-clwb-3400",Room,130,455,,
2055,hwy-2432-4022-clwa-hwy-2432,Room,130,454,,
1493,"520-5025-clwa-520",Room,68,361,,
1659,a124-8131-clwa-a124,Room,119,395,,
2203,"2710-6052-clwa-2710",Room,40,218,,
1395,"463-4004-clwa-463",Room,66,346,,
1377,hwy240-4002-clwa-hwy240,Room,66,344,,
723,patio-8361-clwa-patio,Room,53,233,,
1112,a132-113a1-clwa-a132,Room,17,302,,
919,"1025-0081-clwa-1025",Room,3,162,,
1006,g116-850b-clwa-g116,Room,55,288,,
2077,"1100-4031-clwf-1100",Room,131,458,,
1636,"209-7252-clwa-209",Room,114,386,,
2496,trailer-m791-clwc-trailer,Room,147,508,,
1839,"1128-2221-clwa-1128",Room,22,192,,
1821,"5402-2145-clwa-5402",Room,71,426,,
1306,"152hall-3031-clwa-152hall",Room,26,197,,
1075,"611a-1116-clwa-611a",Room,63,300,,
1695,"182hall-8351-clwa-182hall",Room,124,405,,
685,lounge-6053-clwb-lounge,Room,40,219,,
2345,"2219hall-8202-clwa-2219hall",Room,79,398,,
2512,"250-t112-clwb-250",Room,150,514,,
2506,"158-t001-clwa-158",Room,150,513,,
1900,"3111-3083-clwa-3111",Room,27,435,,
838,"1131-0031-clwa-1131",Room,65,263,,
2303,"1901-Lobby-7211-clwb-1901-Lobby",Room,47,227,,
2266,"3118-6113-clwa-3118",Room,134,478,,
1239,"303-hall-2103-clwa-303-hall",Room,20,311,,
1814,"4323-hallway-2144-clwa-4323-hallway",Room,71,425,,
2470,mdf-grp1-clwa-mdf,Room,143,504,,
986,"4250-0084-clwa-4250",Room,3,286,,
2342,"1603hall-8201-clwa-1603hall",Room,79,490,,
828,g231-214b-clwa-g231,Room,71,262,,
1482,"237-5022-clwa-237",Room,68,358,,
1105,g118d-113g1-clwc-g118d,Room,17,301,,
1420,"210-4132-clwa-210",Room,102,350,,
1807,"3323-2143-clwa-3323",Room,71,424,,
1261,"232-2212-clwa-232",Room,21,314,,
1470,"134-5021-clwa-134",Room,68,357,,
863,"147hall-0411-clwa-147hall",Room,72,266,,
954,L001-836b-clwc-L001,Room,53,282,,
1684,f110-8311-clwe-f110,Room,122,403,,
1397,"491-4004-clwa-491",Room,66,346,,
2116,-1413-5171a-clwa-1413,Room,133,469,,
1053,"107-1111-clwa-107",Room,63,295,,
1790,"1209-hallway-2141-clwa-1209-hallway",Room,71,422,,
1166,g308hall-113g3-clwa-g308Nhall,Room,17,301,,
2257,"2200-6112-clwa-2200",Room,134,477,,
654,lecture-6051-clwc-lecture,Room,40,217,,
1810,"4220-2144-clwa-4220",Room,71,425,,
1853,"2300-2222-clwa-2300",Room,22,430,,
1582,"100-6101-clwf-100",Room,77,374,,
2080,"1200-4031-clwb-1200",Room,131,458,,
894,b520-519b-clwa-b520,Room,75,272,,
994,"4800-0084-clwa-4800",Room,3,286,,
1305,"115hall-3031-clwa-115hall",Room,26,197,,
1548,"500e-6005-clwa-500e",Room,109,371,,
1960,"2059-3142-clwa-2059",Room,128,439,,
2138,"1200-5191-clwb-1200",Room,75,473,,
2301,"1201-7211-clwb-1201",Room,47,227,,
1747,"350-8393-clwa-350",Room,81,409,,
2312,"2052-7212-clwa-2052",Room,47,484,,
1355,"141-3231-clwa-141",Room,100,341,,
1100,g118b-113g1-clwa-g118b,Room,17,301,,
1664,s206hall-8171-clwa-s206hall,Room,120,396,,
818,room4-5331-clwa-room4,Room,69,259,,
2511,"250-t112-clwa-250",Room,150,514,,
1098,c117-113c1-clwa-c117,Room,17,303,,
1753,"128-9011-clwa-128",Room,57,240,,
1559,"161a-6011-clwa-161a",Room,39,216,,
2529,"200-t202-clwd-200",Room,151,516,,
938,"3020-0083-clwa-3020",Room,3,281,,
1190,"238-2012-clwa-238",Room,18,305,,
1286,"183-3021-clwa-183",Room,25,195,,
932,"2080-0082-clwa-2080",Room,3,163,,
2467,"153hall-cpt1-clwa-153hall",Room,141,502,,
2182,"1600-6051-clwa-1600",Room,40,217,,
540,basement-102b-clwb-basement,Room,5,166,,
646,courtyard-6011-clwb-courtyard,Room,39,216,,
2218,"3310-6053-clwa-3310",Room,40,219,,
1549,"528-6005-clwa-528",Room,109,371,,
1185,"220A-2012-clwa-220A",Room,18,305,,
1675,"340-8253-clwa-340",Room,51,401,,
745,catwalk-9012-clwc-catwalk,Room,57,241,,
704,fieldhouse-6841-clwa-fieldhouse,Room,43,223,,
2180,"1120-6051-clwa-1120",Room,40,217,,
2302,"1201-7211-clwc-1201",Room,47,227,,
753,paciolan-9111-clwa-paciolan,Room,60,245,,
1534,"229hall-6002-clwa-229hall",Room,109,368,,
597,courtyard-2211-clwb-courtyard,Room,21,191,,
1663,r206-8171-clwa-r206,Room,120,396,,
1942,"1300-3141-clwb-1300",Room,128,438,,
1084,c105-113c1-clwb-c105,Room,17,303,,
2073,"1100-4031-clwb-1100",Room,131,458,,
689,mdf-6801-clwa-mdf,Room,41,220,,
1067,"345chall-1113-clwa-345chall",Room,63,297,,
1835,"3336-2153-clwa-3336",Room,127,429,,
1350,"103-3151-clwa-103",Room,98,339,,
2024,"2421-3252-clwa-2421",Room,29,448,,
1625,"190a-7141-clwa-190a",Room,111,380,,
782,"342-0023-clwa-342",Room,64,252,,
2463,"013hall-cpt1-clwa-013hall",Room,141,502,,
2239,"1030-6111-clwb-1030",Room,134,476,,
2386,"2501-8432-clwa-2501",Room,82,495,,
843,"2001-0032-clwb-2001",Room,65,264,,
2213,"3200hall-6053-clwf-3200hall",Room,40,219,,
2169,"3400-5193-clwb-3400",Room,75,475,,
1417,"120-4131-clwb-120",Room,102,349,,
2104,"3236Hall-5033-clwa-3236Hall",Room,74,466,,
1667,r402hall-8171-clwa-r402hall,Room,120,396,,
1957,"2019-3142-clwa-2019",Room,128,439,,
2417,"1117hall-8501-clwa-1117hall",Room,55,238,,
547,lot-1c-0071-clwa-lot-1c,Room,2,161,,
2222,"3600-6053-clwa-3600",Room,40,219,,
974,b300-839b-clwa-b300,Room,81,284,,
700,backcourtgym-6802-clwa-backcourtgym,Room,41,221,,
2040,hallway-4024-4014-clwa-hallway-4024,Room,30,451,,
1129,b203-113b2-clwb-b203,Room,17,182,,
546,-518-clwb,Room,9,170,,
1343,"110-3051-clwb-110",Room,96,336,,
2434,"218-a012-clwa-218",Room,138,498,,
2375,"3125-8363-clwa-3125",Room,53,492,,
1721,"150-8391-clwa-150",Room,81,407,,
1036,"101a-1021-clwa-101a",Room,5,176,,
1777,"4128-2114-clwa-4128",Room,6,415,,
1170,g413-113g4-clwa-g413,Room,17,301,,
1912,"4111-3084-clwa-4111",Room,27,436,,
2353,"1120-8361-clwa-1120",Room,53,233,,
948,"3080hall-0083-clwa-3080hall",Room,3,281,,
2281,"4301-6114-clwa-4301",Room,134,479,,
2465,"35-cpt1-clwa-035",Room,141,502,,
591,elev-hallway-2017-clwa-elev-hallway,Room,18,188,,
2009,e3101-3213b-clwa-e3101,Room,129,446,,
1506,-184-5201a-clwa-184,Room,35,363,,
2069,"4400-4024-clwb-4400",Room,130,456,,
1087,b106-113b1-clwa-b106,Room,17,182,,
2404,"3200-8453-clwa-3200",Room,54,236,,
1692,"155c-8351-clwa-155c",Room,124,405,,
1792,"1241-2141-clwa-1241",Room,71,422,,
2121,-2302-5172b-clwb-2302,Room,133,470,,
2071,hwy-5217-4025-clwa-hwy-5217,Room,130,457,,
2102,"3108Hall-5033-clwa-3108Hall",Room,74,466,,
2027,"4006-3254-clwa-4006",Room,29,202,,
1069,"436-1114-clwa-436",Room,63,298,,
1847,"1400-2221-clwa-1400",Room,22,192,,
1223,"290-2022-clwb-290",Room,86,307,,
2486,"200-i412-clwh-200",Room,144,505,,
2039,"3171a-4013-clwa-3171a",Room,30,450,,
2089,"2313-4172-clwa-2313",Room,73,462,,
2205,"2800-6052-clwb-2800",Room,40,218,,
2114,-1114a-5171a-clwa-1114a,Room,133,469,,
1324,"652-3036-clwa-652",Room,26,330,,
628,drumsouth-5202a-clwa-drumsouth,Room,35,209,,
1468,"128-5021-clwa-128",Room,68,357,,
672,lecture-6052-clwb-lecture,Room,40,218,,
1093,b109-113b1-clwc-b109,Room,17,182,,
1386,"345-4003-clwa-345",Room,66,345,,
717,meeting-8001-clwa-meeting,Room,49,229,,
1052,"203-1052-clwa-203",Room,16,294,,
1736,"250-8392-clwc-250",Room,81,408,,
2392,"1302-8451-clwa-1302",Room,54,234,,
2237,"1022-6111-clwa-1022",Room,134,476,,
1192,"340-2013-clwa-340",Room,18,184,,
1412,"100-4111-clwg-100",Room,101,348,,
1611,"109hall-6251-clwa-109hall",Room,110,378,,
1180,"100-2001-clwf-100",Room,85,304,,
2385,"2101-8432-clwa-2101",Room,82,495,,
2201,"2700-6052-clwa-2700",Room,40,218,,
1868,"5100hall-2225-clwa-5100hall",Room,22,433,,
1752,"111-8971-clwa-111",Room,125,410,,
983,"4100hall-0084-clwa-4100hall",Room,3,286,,
1115,a134a-113a1-clwa-a134a,Room,17,302,,
2146,"1200-5191-clwj-1200",Room,75,473,,
564,study-1012-clwf-study,Room,14,175,,
1560,"178-6011-clwa-178",Room,39,216,,
1598,"315hall-6103-clwa-315hall",Room,77,376,,
1998,"6217-3146-clwa-6217",Room,128,443,,
2259,"2230-6112-clwa-2230",Room,134,477,,
770,"201d-hwy-0022-clwa-201d-hwy",Room,64,251,,
2531,familyrm-tuh1-clwa-familyrm,Room,152,517,,
2046,"1132-4021-clwa-1132",Room,130,453,,
787,"420-0024-clwb-420",Room,64,253,,
1499,"214a-5121-clwa-214a",Room,33,207,,
1080,a104-113a1-clwb-a104,Room,17,302,,
2177,"1100-6051-clwb-1100",Room,40,217,,
1588,"153-6101-clwa-153",Room,77,374,,
640,drumwest-5205B-clwa-drumWest,Room,35,211,,
1125,-c200b-113c2-clwa-c200b,Room,17,303,,
1858,"3300-2223-clwa-3300",Room,22,431,,
1885,"1200-3081-clwf-1200",Room,27,198,,
625,conference-5063-clwa-conference,Room,32,206,,
913,G030-721b-clwa-G030,Room,47,278,,
1124,c200-113c2-clwa-c200,Room,17,303,,
1295,"253-3022-clwa-253",Room,25,196,,
1626,"290-7142-clwa-290",Room,111,381,,
2124,-3112-5173a-clwa-3112,Room,133,471,,
947,"3080-0083-clwa-3080",Room,3,281,,
1613,"129-6251-clwa-129",Room,110,378,,
958,L017hall-836b-clwa-L017hall,Room,53,282,,
2109,"4307Hall-5034-clwa-4307Hall",Room,74,467,,
1213,"168-2021-clwa-168",Room,86,306,,
1704,aud189-8351-clwi-aud189,Room,124,405,,
1070,"437f-1114-clwa-437f",Room,63,298,,
2238,"1030-6111-clwa-1030",Room,134,476,,
1044,"400-1024-clwb-400",Room,5,179,,
1622,"120-7131-clwa-120",Room,46,226,,
1595,"249hall-6102-clwa-249hall",Room,77,375,,
2533,guest-tuh1-clwa-guest,Room,152,517,,
1711,"291-8352-clwa-291",Room,124,406,,
2241,"1070-6111-clwb-1070",Room,134,476,,
1831,"2317-2152-clwa-2317",Room,127,428,,
2034,"2046-4012-clwa-2046",Room,30,449,,
1731,"240-8392-clwb-240",Room,81,408,,
1414,"100-4111-clwI-100",Room,101,348,,
1873,"1111-3081-clwa-1111",Room,27,198,,
1359,"101-4001-clwc-101",Room,66,343,,
2052,hwy-2214-4022-clwa-hwy-2214,Room,130,454,,
1443,"256-4152-clwa-256",Room,103,352,,
1056,"160-1111-clwa-160",Room,63,295,,
2212,"3200hall-6053-clwe-3200hall",Room,40,219,,
991,"4600-0084-clwa-4600",Room,3,286,,
1313,"331-3033-clwa-331",Room,26,327,,
959,L028-836b-clwa-L028,Room,53,282,,
1724,"154hall-8391-clwa-154hall",Room,81,407,,
1841,"1200-2221-clwb-1200",Room,22,192,,
2223,"3600hall-6053-clwa-3600hall",Room,40,219,,
2178,"1110-6051-clwa-1110",Room,40,217,,
1763,"2200-1052-clwa-2200",Room,16,294,,
1277,"167-2361-clwa-167",Room,94,323,,
738,catwalk-9012-clwa-catwalk,Room,57,241,,
566,govinfo-1021-clwa-govinfo,Room,5,176,,
768,"130b-0021-clwa-130b",Room,64,250,,
763,"110-0021-clwa-110",Room,64,250,,
2336,"1200-8201-clwa-1200",Room,79,490,,
1078,a103-113a1-clwb-a103,Room,17,302,,
1268,"204-2302-clwa-204",Room,90,318,,
1500,"300-5121-clwa-300",Room,33,207,,
1172,g458-113g4-clwa-g458,Room,17,301,,
1802,"3220-2143-clwa-3220",Room,71,424,,
2410,"4025-8454-clwa-4025",Room,54,237,,
1545,"430-6004-clwa-430",Room,109,370,,
569,study-1021-clwb-study,Room,5,176,,
1285,"180-3021-clwa-180",Room,25,195,,
713,cohen-theater-7131-clwb-cohen-theater,Room,46,226,,
570,holden-1022-clwa-holden,Room,5,177,,
1076,g102-113g1-clwa-g102,Room,17,301,,
2443,"150-c001-clwh-150",Room,139,499,,
2328,"4066-7214-clwa-4066",Room,47,486,,
1740,"304-8393-clwa-304",Room,81,409,,
1163,g306g-113g3-clwa-g306g,Room,17,301,,
1978,"4059-3144-clwa-4059",Room,128,441,,
2188,"1700-6051-clwc-1700",Room,40,217,,
1102,g118d-113g1-clwa-g118d,Room,17,301,,
1546,"459hall-6004-clwa-459hall",Room,109,370,,
2042,"4171-4014-clwa-4171",Room,30,451,,
637,barsouth-5205b-clwa-barSouth,Room,35,211,,
1857,"3205hall-2223-clwa-3205hall",Room,22,431,,
2508,uadv-t002-clwa-uadv,Room,150,514,,
1455,"200-4502-clwa-200",Room,105,355,,
1660,a124-8131-clwb-a124,Room,119,395,,
939,"3030-0083-clwa-3030",Room,3,281,,
966,b218hall-837b-clwa-b218hall,Room,80,283,,
1291,"213-3022-clwa-213",Room,25,196,,
1813,"4260-2144-clwa-4260",Room,71,425,,
2547,"111-v681-clwa-111",Room,156,523,,
2186,"1700-6051-clwa-1700",Room,40,217,,
1650,"125-8101-clwa-125",Room,117,392,,
931,"2070-0082-clwa-2070",Room,3,163,,
2038,"3122-4013-clwa-3122",Room,30,450,,
1281,"171-3021-clwa-171",Room,25,195,,
840,"1131-0031-clwc-1131",Room,65,263,,
858,b012-401b-clwa-b012,Room,30,265,,
1381,"293-4002-clwa-293",Room,66,344,,
812,"145hall-0051-clwa-145hall",Room,1,160,,
1677,"446-8254-clwa-446",Room,51,402,,
1409,"100-4111-clwd-100",Room,101,348,,
1898,"2430-3082-clwa-2430",Room,27,434,,
2125,-3242-5173a-clwa-3242,Room,133,471,,
1425,"110-4151-clwa-110",Room,103,351,,
1633,"101-7251-clwa-101",Room,114,385,,
2167,"3300-5193-clwc-3300",Room,75,475,,
1489,"346-5023-clwa-346",Room,68,359,,
1466,"100-5011-clwI-100",Room,106,356,,
1193,"408-2014-clwa-408",Room,18,185,,
647,hallway-6051-clwa-hallway,Room,40,217,,
2466,"142hall-cpt1-clwa-142hall",Room,141,502,,
846,"2009-0032-clwa-2009",Room,65,264,,
2010,e3112-3213b-clwa-e3112,Room,129,446,,
946,"3070-0083-clwa-3070",Room,3,281,,
1672,"206hall-8202-clwa-206hall",Room,79,398,,
2326,"4054-7214-clwa-4054",Room,47,486,,
2065,hwy-4212-4024-clwa-hwy-4212,Room,130,456,,
619,westwing-3254-clwa-westwing,Room,29,202,,
1013,"5010-0085-clwa-5010",Room,3,164,,
750,training-9031-clwb-training,Room,10,243,,
1231,"112-hall-2101-clwa-112-hall",Room,20,190,,
1945,"1422-3141-clwa-1422",Room,128,438,,
1851,"2100-2222-clwb-2100",Room,22,430,,
2528,"200-t202-clwc-200",Room,151,516,,
1293,"243-3022-clwa-243",Room,25,196,,
560,study-1012-clwb-study,Room,14,175,,
793,b61-400b-clwa-b61,Room,66,255,,
1046,"525-1025-clwa-525",Room,5,293,,
901,b100-605b-clwb-b100,Room,40,276,,
2099,"2205Hall-5032-clwa-2205Hall",Room,74,465,,
2041,"4129a-4014-clwa-4129a",Room,30,451,,
1272,"111-2321-clwa-111",Room,92,321,,
950,"3100-0083-clwa-3100",Room,3,281,,
748,gym-9031-clwa-gym,Room,10,243,,
1697,aud189-8351-clwb-aud189,Room,124,405,,
955,L001-836b-clwd-L001,Room,53,282,,
2360,"2092-8362-clwa-2092",Room,53,491,,
596,courtyard-2211-clwa-courtyard,Room,21,191,,
1110,a130-113a1-clwb-a130,Room,17,302,,
926,"2030-0082-clwa-2030",Room,3,163,,
1848,"1400-2221-clwb-1400",Room,22,192,,
2209,"3200hall-6053-clwb-3200hall",Room,40,219,,
1167,a309-113a3-clwa-a309,Room,17,302,,
1505,-175-5201a-clwa-175,Room,35,363,,
2031,"1123-4011-clwa-1123",Room,30,203,,
897,"125-0581-clwa-125",Room,76,273,,
2492,planter-ip41-clwa-planter,Room,146,507,,
978,b103-843b-clwa-b103,Room,82,285,,
2276,"4035-6114-clwa-4035",Room,134,479,,
1101,g118c-113g1-clwa-g118c,Room,17,301,,
1702,aud189-8351-clwg-aud189,Room,124,405,,
2294,"3030-6533-clwa-3030",Room,135,482,,
1758,"1002-1051-clwa-1002",Room,16,181,,
1442,"252-4152-clwa-252",Room,103,352,,
775,"310-0023-clwa-310",Room,64,252,,
736,koll-9011-clwa-koll,Room,57,240,,
1938,"1100-3141-clwe-1100",Room,128,438,,
690,pool-6801-clwa-pool,Room,41,220,,
2374,"3119-8363-clwa-3119",Room,53,492,,
918,"1020-0081-clwa-1020",Room,3,162,,
1032,"201-0921-clwa-201",Room,4,290,,
2402,"3101-8453-clwb-3101",Room,54,236,,
1760,"1020-1051-clwa-1020",Room,16,181,,
886,b445hall-503b-clwa-b445hall,Room,74,271,,
917,"1015hall-0081-clwa-1015hall",Room,3,162,,
1619,"262-6802-clwa-262",Room,41,221,,
1693,"171b-8351-clwa-171b",Room,124,405,,
740,northeast-9012-clwa-northeast,Room,57,241,,
2173,-6165hall-5206a-clwa-6165hall,Room,35,212,,
1927,"5268hall-3085-clwa-5268hall",Room,27,437,,
856,"3460hall-0033-clwa-3460hall",Room,65,254,,
2063,"4114-4024-clwa-4114",Room,130,456,,
2536,saferm-tuh1-clwa-saferm,Room,152,517,,
962,L048-836b-clwa-L048,Room,53,282,,
1298,"360-3023-clwa-360",Room,25,324,,
2230,"3720-6053-clwa-3720",Room,40,219,,
1635,"201-7252-clwa-201",Room,114,386,,
719,incinerator-8121-clwa-incinerator,Room,50,230,,
1383,hwy310-4003-clwa-hwy310,Room,66,345,,
809,b62b-502b-clwa-b62b,Room,68,258,,
1989,"5099-3145-clwa-5099",Room,128,442,,
1995,"6049-3146-clwa-6049",Room,128,443,,
998,b200hall-845b-clwa-b200hall,Room,54,287,,
1708,"246-8352-clwa-246",Room,124,406,,
548,complab-903b-clwa-complab,Room,10,171,,
1642,"122-8001-clwa-122",Room,49,229,,
1906,"3200-3083-clwa-3200",Room,27,435,,
673,lounge-6052-clwb-lounge,Room,40,218,,
896,b540-519b-clwa-b540,Room,75,272,,
2446,"150-c001-clwk-150",Room,139,499,,
1108,a126-113a1-clwa-a126,Room,17,302,,
623,cavern-5001-clwc-cavern,Room,31,204,,
1616,"204hall-6252-clwa-204hall",Room,110,379,,
1981,"4209-3144-clwa-4209",Room,128,441,,
1643,"106-8021-clwa-106",Room,116,390,,
1292,"219-3022-clwa-219",Room,25,196,,
2118,-2144-5172a-clwa-2144,Room,133,470,,
649,lounge-6051-clwa-lounge,Room,40,217,,
692,buslot-6801-clwb-buslot,Room,41,220,,
1234,"160-2101-clwa-160",Room,20,190,,
580,parkroom-1031-clwa-parkroom,Room,15,180,,
2544,"380-twr3-clwb-380",Room,153,520,,
995,"4800-0084-clwb-4800",Room,3,286,,
2221,"3500hall-6053-clwa-3500hall",Room,40,219,,
1943,"1412-3141-clwa-1412",Room,128,438,,
1168,g318-113g3-clwa-g318,Room,17,301,,
2491,hallway-ip41-clwa-hallway,Room,146,507,,
1888,"2111-3082-clwa-2111",Room,27,434,,
556,maintoffice-0971-clwa-maintoffice,Room,13,174,,
683,lecture-6052-clwh-lecture,Room,40,218,,
1269,"102-2311-clwa-102",Room,91,319,,
1092,b109-113b1-clwb-b109,Room,17,182,,
766,"120b-0021-clwa-120b",Room,64,250,,
833,"1111-0031-clwa-1111",Room,65,263,,
1480,"230-5022-clwa-230",Room,68,358,,
2234,"1002-6111-clwa-1002",Room,134,476,,
1961,"2065-3142-clwa-2065",Room,128,439,,
2005,e2145hall-3212b-clwa-e2145hall,Room,129,445,,
2376,"1133-8371-clwa-1133",Room,80,493,,
1121,a138hall-113a1-clwa-a138hall,Room,17,302,,
2500,community-pv22-clwa-community,Room,148,510,,
2408,"4001-8454-clwb-4001",Room,54,237,,
681,lecture-6052-clwf-lecture,Room,40,218,,
2232,"3740-6053-clwa-3740",Room,40,219,,
2473,"251-i312-clwa-251",Room,144,505,,
801,"107-0041-clwa-107",Room,67,256,,
1833,"2372-2152-clwa-2372",Room,127,428,,
1404,"581-4005-clwa-581",Room,66,347,,
2350,"1028hall-8361-clwa-1028hall",Room,53,233,,
2396,"2101-8452-clwb-2101",Room,54,235,,
1669,c640hall-8171-clwa-c640hall,Room,120,396,,
1992,"5231-3145-clwa-5231",Room,128,442,,
2051,"2138-4022-clwa-2138",Room,130,454,,
1336,"100-3051-clwa-100",Room,96,336,,
586,plaza-2011-clwa-plaza,Room,18,183,,
1328,"844hall-3038-clwa-844hall",Room,26,332,,
1333,"162-3041-clwa-162",Room,95,334,,
1615,"131-6251-clwa-131",Room,110,378,,
1601,"343-6103-clwa-343",Room,77,376,,
1862,"3910-2223-clwa-3910",Room,22,431,,
2200,"2610-6052-clwa-2610",Room,40,218,,
827,g200-214b-clwa-g200,Room,71,262,,
867,"230hall-0412-clwa-230hall",Room,72,267,,
1176,"100-2001-clwb-100",Room,85,304,,
816,trailer2-5221-clwa-trailer2,Room,37,214,,
1008,g312hall-850b-clwa-g312hall,Room,55,288,,
1488,"288-5022-clwa-288",Room,68,358,,
2415,"4500-8454-clwa-4500",Room,54,237,,
1585,"110-6101-clwa-110",Room,77,374,,
2549,"6537-vpe1-clwa-6537",Room,158,525,,
2101,"2413Hall-5032-clwa-2413Hall",Room,74,465,,
778,"320-0023-clwb-320",Room,64,252,,
1940,"1200-3141-clwb-1200",Room,128,438,,
1983,"4231-3144-clwa-4231",Room,128,441,,
2131,-4242-5174a-clwa-4242,Room,133,472,,
715,lounge-7281-clwa-lounge,Room,48,228,,
1910,"3432-3083-clwa-3432",Room,27,435,,
2070,"5126-4025-clwa-5126",Room,130,457,,
968,b234hall-837b-clwa-b234hall,Room,80,283,,
528,conference-0071b-clwa-conference,Room,2,161,,
2090,"3111-4173-clwa-3111",Room,73,463,,
1751,"362hall-8393-clwa-362hall",Room,81,409,,
1941,"1300-3141-clwa-1300",Room,128,438,,
2288,"1070-6531-clwa-1070",Room,135,480,,
611,breezeway-3031-clwb-breezeway,Room,26,197,,
557,shopstores-0971-clwa-shopstores,Room,13,174,,
1079,a104-113a1-clwa-a104,Room,17,302,,
2495,trailer-m791-clwb-trailer,Room,147,508,,
915,M04-7231-clwa-M04,Room,78,279,,
2086,"1222-4171-clwa-1222",Room,73,461,,
1783,"2290-2132-clwa-2290",Room,126,418,,
1973,"3219-3143-clwa-3219",Room,128,440,,
1484,"267-5022-clwa-267",Room,68,358,,
1257,"121-2211-clwa-121",Room,21,191,,
679,lecture-6052-clwe-lecture,Room,40,218,,
1363,"104-4001-clwc-104",Room,66,343,,
2164,"3130-5193-clwa-3130",Room,75,475,,
1136,c211-113c2-clwa-c211,Room,17,303,,
993,"4628-0084-clwa-4628",Room,3,286,,
1524,"114-5351-clwa-114",Room,107,365,,
912,G028-721b-clwb-G028,Room,47,278,,
861,"111hall-0411-clwa-111hall",Room,72,266,,
1002,b612hall-845b-clwa-b612hall,Room,54,287,,
1926,"5235hall-3085-clwa-5235hall",Room,27,437,,
1243,"353-hall-2103-clwa-353-hall",Room,20,311,,
2439,"150-c001-clwd-150",Room,139,499,,
2242,"1070-6111-clwc-1070",Room,134,476,,
1164,a307-113a3-clwa-a307,Room,17,302,,
1109,a130-113a1-clwa-a130,Room,17,302,,
1737,"254hall-8392-clwa-254hall",Room,81,408,,
1005,g003-outside-850b-clwa-g003-outside,Room,55,288,,
925,"2020-0082-clwa-2020",Room,3,163,,
982,"4100-0084-clwa-4100",Room,3,286,,
2202,"2700-6052-clwb-2700",Room,40,218,,
851,"2076hall-0032-clwa-2076hall",Room,65,264,,
1035,"106d-1011-clwa-106d",Room,14,292,,
864,"169-0411-clwa-169",Room,72,266,,
2521,"100-t201-clwc-100",Room,151,515,,
2183,"1600-6051-clwb-1600",Room,40,217,,
2337,"1307hall-8201-clwa-1307hall",Room,79,490,,
554,electshop-0971-clwa-electshop,Room,13,174,,
639,drumsouth-5205b-clwa-drumsouth,Room,35,211,,
866,"169-0411-clwc-169",Room,72,266,,
2017,"1301-3251-clwa-1301",Room,29,200,,
587,elev-hallway-2013-clwa-elev-hallway,Room,18,184,,
1974,"3231-3143-clwa-3231",Room,128,440,,
