"space_id","space_name","space_type","building_id","floor_id","lattitude","longitude"
1743,"340-8393-clwa-340",Room,81,409,,
1785,"3266-2133-clwa-3266",Room,126,419,,
2349,"1019hall-8361-clwa-1019hall",Room,53,233,,
1811,"4225-2144-clwa-4225",Room,71,425,,
1694,"172-8351-clwa-172",Room,124,405,,
1360,"101-4001-clwd-101",Room,66,343,,
1142,a220-113a2-clwa-a220,Room,17,302,,
1570,"242-6012-clwa-242",Room,39,372,,
1733,"244hall-8392-clwa-244hall",Room,81,408,,
1896,"2400-3082-clwa-2400",Room,27,434,,
1453,"110-4501-clwa-110",Room,105,354,,
2304,"2016-7212-clwa-2016",Room,47,484,,
1150,a228-113a2-clwb-a228,Room,17,302,,
708,catwalk-7111-clwa-catwalk,Room,45,225,,
1681,f110-8311-clwb-f110,Room,122,403,,
1143,a220-113a2-clwb-a220,Room,17,302,,
2030,"1028-4011-clwa-1028",Room,30,203,,
1253,"218-2192-clwa-218",Room,89,313,,
1335,"258hall-3042-clwa-258hall",Room,95,335,,
1558,"156-6011-clwa-156",Room,39,216,,
1673,"228hall-8212-clwa-228hall",Room,121,399,,
1151,a229-113a2-clwa-a229,Room,17,302,,
1421,"220-4132-clwa-220",Room,102,350,,
2462,"6533-chc1-clwa-6533",Room,140,501,,
857,b007-401b-clwa-b007,Room,30,265,,
1745,"340-8393-clwc-340",Room,81,409,,
1014,"5014-0085-clwa-5014",Room,3,164,,
2305,"2028-7212-clwa-2028",Room,47,484,,
1134,g205-113g2-clwc-g205,Room,17,301,,
2341,"1548-8201-clwa-1548",Room,79,490,,
1741,"307-8393-clwa-307",Room,81,409,,
2510,uadv-t002-clwb-uadv,Room,150,514,,
1361,"104-4001-clwa-104",Room,66,343,,
1385,hwy340-4003-clwa-hwy340,Room,66,345,,
2278,"4110-6114-clwa-4110",Room,134,479,,
1218,"248-2022-clwa-248",Room,86,307,,
2081,"1300-4031-clwa-1300",Room,131,458,,
1854,"2321-2222-clwa-2321",Room,22,430,,
650,hallway-6051-clwb-hallway,Room,40,217,,
1312,"325-3033-clwa-325",Room,26,327,,
553,ARBoffice-0961-clwa-ARBoffice,Room,12,173,,
1937,"1100-3141-clwd-1100",Room,128,438,,
1513,-383-5203a-clwa-383,Room,35,364,,
539,basement-102b-clwa-basement,Room,5,166,,
1424,"106-4151-clwa-106",Room,103,351,,
1776,"3165-2113-clwa-3165",Room,6,414,,
636,barnorth-5205b-clwa-barnorth,Room,35,211,,
777,"320-0023-clwa-320",Room,64,252,,
1132,g205-113g2-clwa-g205,Room,17,301,,
1935,"1100-3141-clwb-1100",Room,128,438,,
576,sorting-1023-clwa-sorting,Room,5,178,,
1041,"386hall-1023-clwa-386hall",Room,5,178,,
1341,"100-3051-clwf-100",Room,96,336,,
1116,a134b-113a1-clwa-a134b,Room,17,302,,
1749,"350-8393-clwc-350",Room,81,409,,
601,room1-0231-clwa-room1,Room,7,168,,
2413,"4200-8454-clwa-4200",Room,54,237,,
2435,"214-a012-clwb-214",Room,138,498,,
1228,"103-2031-clwa-103",Room,87,309,,
2132,-4302-5174b-clwa-4302,Room,133,472,,
1099,g118a-113g1-clwa-g118a,Room,17,301,,
2067,"4300-4024-clwb-4300",Room,130,456,,
1969,"3059-3143-clwa-3059",Room,128,440,,
902,"056hall-610b-clwa-056hall",Room,77,277,,
2509,uadv270-t002-clwa-uadv270,Room,150,514,,
2056,"3112-4023-clwa-3112",Room,130,455,,
2271,"3338-6113-clwa-3338",Room,134,478,,
1818,"5218-hallway-2145-clwa-5218-hallway",Room,71,426,,
1526,"135-5351-clwa-135",Room,107,365,,
2421,"1409hall-8501-clwa-1409hall",Room,55,238,,
2215,"3249-6053-clwa-3249",Room,40,219,,
1729,"216-8392-clwa-216",Room,81,408,,
2423,"3012hall-8503-clwa-3012hall",Room,55,496,,
764,"110-0021-clwb-110",Room,64,250,,
1347,-100hall-3131b-clwa-100hall,Room,97,338,,
613,auditorium-3111-clwa-auditorium,Room,28,199,,
1705,"193d-8351-clwa-193d",Room,124,405,,
1186,"220B-2012-clwa-220B",Room,18,305,,
1329,"902hall-3039-clwa-902hall",Room,26,333,,
1147,a220-113a2-clwf-a220,Room,17,302,,
973,b200-839b-clwc-b200,Room,81,284,,
1852,"2200-2222-clwa-2200",Room,22,430,,
702,restroomhall-6802-clwa-restroomhall,Room,41,221,,
1097,b116-113b1-clwa-b116,Room,17,182,,
2365,"3004-8363-clwa-3004",Room,53,492,,
2534,library-tuh1-clwa-library,Room,152,517,,
855,"3238-0033-clwa-3238",Room,65,254,,
1620,"279-6802-clwa-279",Room,41,221,,
2299,"1102-7211-clwa-1102",Room,47,227,,
1975,"4019-3144-clwa-4019",Room,128,441,,
1406,"100-4111-clwa-100",Room,101,348,,
1398,hwy510-4005-clwa-hwy510,Room,66,347,,
2204,"2800-6052-clwa-2800",Room,40,218,,
2357,"2018hall-8362-clwa-2018hall",Room,53,491,,
2499,"105-pv21-clwa-105",Room,148,509,,
1755,"2114hall-1012-clwa-2114hall",Room,14,175,,
1033,"028hall-0951-clwa-028hall",Room,84,291,,
806,"221-0042-clwa-221",Room,67,257,,
2130,-4112-5174a-clwa-4112,Room,133,472,,
2236,"1012-6111-clwa-1012",Room,134,476,,
2474,"200-i312-clwb-200",Room,144,505,,
2332,"1130-7281-clwa-1130",Room,48,228,,
1654,"342hall-8121-clwa-342hall",Room,50,230,,
963,b115hall-837b-clwa-b115hall,Room,80,283,,
1476,"169-5021-clwa-169",Room,68,357,,
2323,"4018-7214-clwa-4018",Room,47,486,,
1316,"416hall-3034-clwa-416hall",Room,26,328,,
1604,"407hall-6104-clwa-407hall",Room,77,377,,
2290,"2030-6532-clwa-2030",Room,135,481,,
2482,"200-i412-clwd-200",Room,144,505,,
1985,"5039-3145-clwa-5039",Room,128,442,,
1767,"1100-2111-clwc-1100",Room,6,412,,
2546,"111-v671-clwa-111",Room,155,522,,
2530,"200-t202-clwe-200",Room,151,516,,
1882,"1200-3081-clwc-1200",Room,27,198,,
1454,"110-4501-clwb-110",Room,105,354,,
1449,"178-4231-clwa-178",Room,104,353,,
887,b510-503b-clwa-b510,Room,74,271,,
854,"3216-0033-clwa-3216",Room,65,254,,
2255,"2127-6112-clwa-2127",Room,134,477,,
2498,trailer-m791-clwe-trailer,Room,147,508,,
1928,"5292hall-3085-clwa-5292hall",Room,27,437,,
756,pressbox-9171b-clwb-pressbox,Room,61,246,,
610,mdf-3031-clwa-mdf,Room,26,197,,
795,b68a-400b-clwa-b68a,Room,66,255,,
2166,"3300-5193-clwb-3300",Room,75,475,,
1948,"1427-3141-clwa-1427",Room,128,438,,
1929,"5300-3085-clwa-5300",Room,27,437,,
599,courtyard-2221-clwb-courtyard,Room,22,192,,
1529,"126-6001-clwa-126",Room,109,367,,
1876,"1121-3081-clwa-1121",Room,27,198,,
1812,"4245-2144-clwa-4245",Room,71,425,,
2060,"3361-4023-clwa-3361",Room,130,455,,
2045,"1120-4021-clwa-1120",Room,130,453,,
2229,"3710-6053-clwa-3710",Room,40,219,,
592,phoenix-2041-clwa-phoenix,Room,19,189,,
1887,"2110-3082-clwa-2110",Room,27,434,,
1562,"178-6011-clwc-178",Room,39,216,,
1428,"118-4151-clwa-118",Room,103,351,,
2192,"2200-6052-clwa-2200",Room,40,218,,
1686,f110-8311-clwg-f110,Room,122,403,,
2307,"2037-7212-clwb-2037",Room,47,484,,
1473,"149-5021-clwa-149",Room,68,357,,
535,lobby-0082-clwb-lobby,Room,3,163,,
1026,-5-0901t-clwa-005,Room,83,289,,
1511,-369-5203b-clwa-369,Room,35,364,,
1879,"1150a-3081-clwa-1150a",Room,27,198,,
961,L044hall-836b-clwa-L044hall,Room,53,282,,
965,b209hall-837b-clwa-b209hall,Room,80,283,,
1630,"249a-7152-clwa-249a",Room,112,383,,
1249,"100-2121-clwe-100",Room,88,312,,
1893,"2210-3082-clwa-2210",Room,27,434,,
551,hvac-n-0912-clwa-hvac-n,Room,11,172,,
1066,"338fhall-1113-clwa-338fhall",Room,63,297,,
1971,"3099-3143-clwa-3099",Room,128,440,,
568,study-1021-clwa-study,Room,5,176,,
893,b410-519b-clwa-b410,Room,75,272,,
889,b310-519b-clwa-b310,Room,75,272,,
2448,"250-c042-clwa-250",Room,139,500,,
1353,"108-3231-clwa-108",Room,100,341,,
575,Archives-1023-clwa-Archives,Room,5,178,,
2519,"100-t201-clwa-100",Room,151,515,,
1723,"150-8391-clwc-150",Room,81,407,,
1388,"380-4003-clwa-380",Room,66,345,,
1510,-329-5203b-clwa-329,Room,35,364,,
1780,"1222-2131-clwa-1222",Room,126,417,,
645,courtyard-6011-clwa-courtyard,Room,39,216,,
2327,"4059-7214-clwa-4059",Room,47,486,,
1520,-586-5205a-clwa-586,Room,35,211,,
1571,"251-6012-clwa-251",Room,39,372,,
2115,-1242-5171a-clwa-1242,Room,133,469,,
1183,"122-2011-clwa-122",Room,18,183,,
942,"3040hall-0083-clwa-3040hall",Room,3,281,,
2275,"4022-6114-clwa-4022",Room,134,479,,
2416,"1006-8501-clwa-1006",Room,55,238,,
2004,-2300-3211b-clwa-e1175,Room,129,444,,
905,G005-721b-clwa-G005,Room,47,278,,
727,hallway-8452-clwb-hallway,Room,54,235,,
1578,"100-6101-clwb-100",Room,77,374,,
1059,"209-1112-clwa-209",Room,63,296,,
1924,"5212hall-3085-clwa-5212hall",Room,27,437,,
693,fitnesslab-6801-clwb-fitnesslab,Room,41,220,,
802,"109-0041-clwa-109",Room,67,256,,
1905,"3131-3083-clwa-3131",Room,27,435,,
1103,g118c-113g1-clwb-g118c,Room,17,301,,
935,"3000hall-0083-clwa-3000hall",Room,3,281,,
752,tfhouse-9071-clwa-tfhouse,Room,59,244,,
2340,"1514-8201-clwa-1514",Room,79,490,,
1569,"232-6012-clwa-232",Room,39,372,,
1212,"162-2021-clwa-162",Room,86,306,,
2217,"3271-6053-clwa-3271",Room,40,219,,
641,drumwest-5206b-clwa-drumWest,Room,35,212,,
2210,"3200hall-6053-clwc-3200hall",Room,40,219,,
792,b35-400b-clwa-b35,Room,66,255,,
658,lecture-6051-clwe-lecture,Room,40,217,,
1060,"215-1112-clwa-215",Room,63,296,,
874,"3800mhall-0043-clwa-3800mhall",Room,67,269,,
2355,"2004hall-8362-clwa-2004hall",Room,53,491,,
1133,g205-113g2-clwb-g205,Room,17,301,,
1628,"246-7152-clwa-246",Room,112,383,,
1169,g319-113g3-clwa-g319,Room,17,301,,
1159,g242-113g2-clwa-g242,Room,17,301,,
2535,living-tuh1-clwa-living,Room,152,517,,
2440,"150-c001-clwe-150",Room,139,499,,
1794,"1517-2141-clwa-1517",Room,71,422,,
2295,"3070-6533-clwa-3070",Room,135,482,,
544,controlRm-0401-clwa-controlRm,Room,8,169,,
618,eastwing-3254-clwa-eastwing,Room,29,202,,
1065,"338-private-1113-clwa-338-private",Room,63,297,,
1508,-229-5202b-clwa-229,Room,35,209,,
980,b112-843b-clwa-b112,Room,82,285,,
848,"2010-0032-clwa-2010",Room,65,264,,
1086,"106e-113a1-clwa-a106e",Room,17,302,,
2347,"1008-8361-clwa-1008",Room,53,233,,
2348,"1008hall-8361-clwa-1008hall",Room,53,233,,
1515,-480-5204a-clwa-480,Room,35,210,,
2343,"2113hall-8202-clwa-2113hall",Room,79,398,,
1980,"4099-3144-clwa-4099",Room,128,441,,
1832,"2323-2152-clwa-2323",Room,127,428,,
1140,a219a-113a2-clwa-a219a,Room,17,302,,
608,plaza-3022-clwa-plaza,Room,25,196,,
2176,"1100-6051-clwa-1100",Room,40,217,,
1934,"1100-3141-clwa-1100",Room,128,438,,
2139,"1200-5191-clwc-1200",Room,75,473,,
1224,"436-2024-clwa-436",Room,86,308,,
1963,"2209-3142-clwa-2209",Room,128,439,,
2403,"3101-8453-clwc-3101",Room,54,236,,
1259,"215-2212-clwa-215",Room,21,314,,
1728,"205-8392-clwa-205",Room,81,408,,
1757,"3220-1013-clwa-3220",Room,14,411,,
799,"102-0041-clwa-102",Room,67,256,,
844,"2005-0032-clwa-2005",Room,65,264,,
1445,"281hall-4152-clwa-281hall",Room,103,352,,
1104,g118d-113g1-clwb-g118d,Room,17,301,,
680,hallway-6052-clwf-hallway,Room,40,218,,
1494,"560-5025-clwa-560",Room,68,361,,
826,paciolan1-9171b-clwa-paciolan1,Room,61,246,,
1299,"364-3023-clwa-364",Room,25,324,,
1999,"6219-3146-clwa-6219",Room,128,443,,
2181,"1120-6051-clwb-1120",Room,40,217,,
567,infodesk-1021-clwa-infodesk,Room,5,176,,
967,b226hall-837b-clwa-b226hall,Room,80,283,,
790,"358hall-0033-clwa-358hall",Room,65,254,,
1474,"156-5021-clwa-156",Room,68,357,,
2268,"3216-6113-clwa-3216",Room,134,478,,
527,lobby-0051-clwa-lobby,Room,1,160,,
789,"430-0024-clwb-430",Room,64,253,,
2141,"1200-5191-clwe-1200",Room,75,473,,
1952,"1500-3141-clwa-1500",Room,128,438,,
2293,"3010-6533-clwa-3010",Room,135,482,,
1787,"4264-2134-clwa-4264",Room,126,420,,
705,catwalk-7101-clwa-catwalk,Room,44,224,,
571,lobby-1022-clwa-lobby,Room,5,177,,
1089,c107-113c1-clwa-c107,Room,17,303,,
1478,"174-5021-clwb-174",Room,68,357,,
2497,trailer-m791-clwd-trailer,Room,147,508,,
1899,"3110-3083-clwa-3110",Room,27,435,,
1603,"373hall-6103-clwa-373hall",Room,77,376,,
2150,"1400-5191-clwb-1400",Room,75,473,,
1771,"1165-2111-clwa-1165",Room,6,412,,
1967,"3039-3143-clwa-3039",Room,128,440,,
1537,"274-6002-clwa-274",Room,109,368,,
1674,"240-8252-clwa-240",Room,51,400,,
2084,"2920-4042-clwa-2920",Room,132,460,,
1217,"228-2022-clwb-228",Room,86,307,,
1450,"100-4501-clwa-100",Room,105,354,,
1644,"120ghall-8021-clwa-120ghall",Room,116,390,,
2251,"2001-6112-clwa-2001",Room,134,477,,
2436,"150-c001-clwa-150",Room,139,499,,
2284,"1020-6531-clwa-1020",Room,135,480,,
1803,"3243-hallway-2143-clwa-3243-hallway",Room,71,424,,
1894,"2212-3082-clwa-2212",Room,27,434,,
577,study-1023-clwa-study,Room,5,178,,
1301,"408-3024-clwa-408",Room,25,325,,
1544,"429hall-6004-clwa-429hall",Room,109,370,,
1211,"159-2021-clwa-159",Room,86,306,,
706,entrance-7101-clwa-entrance,Room,44,224,,
1345,"305d-3113-clwa-305d",Room,28,337,,
1791,"1230-2141-clwa-1230",Room,71,422,,
1017,"5412hall-0085-clwa-5412hall",Room,3,164,,
888,b105-519b-clwa-b105,Room,75,272,,
2264,"3045-6113-clwa-3045",Room,134,478,,
1665,c208hall-8171-clwa-c208hall,Room,120,396,,
726,hallway-8452-clwa-hallway,Room,54,235,,
1022,"5624hall-0085-clwa-5624hall",Room,3,164,,
1444,"263hall-4152-clwa-263hall",Room,103,352,,
2072,"1100-4031-clwa-1100",Room,131,458,,
960,L040-836b-clwa-L040,Room,53,282,,
2514,"250-t112-clwd-250",Room,150,514,,
849,"2024-0032-clwa-2024",Room,65,264,,
909,G021-721b-clwa-G021,Room,47,278,,
1824,"1304-2151-clwa-1304",Room,127,427,,
536,patio-0082-clwb-patio,Room,3,163,,
780,"330-0023-clwa-330",Room,64,252,,
1860,"3310-2223-clwb-3310",Room,22,431,,
2148,"1328hallway-5191-clwa-1328hallway",Room,75,473,,
1954,"1600-3141-clwa-1600",Room,128,438,,
737,koll-hall-9011-clwa-koll-hall,Room,57,240,,
1252,"100-2121-clwh-100",Room,88,312,,
1174,g480-113g4-clwa-g480,Room,17,301,,
2053,hwy-2313-4022-clwa-hwy-2313,Room,130,454,,
1647,"299e-8022-clwa-299e",Room,116,391,,
721,courtyard-8271-clwa-courtyard,Room,52,232,,
1085,"106d-113a1-clwa-a106d",Room,17,302,,
813,"153hall-0051-clwa-153hall",Room,1,160,,
2015,e4171-3214b-clwa-e4171,Room,129,447,,
868,b212-417b-clwa-b212,Room,73,268,,
612,javacity-3081-clwa-javacity,Room,27,198,,
1661,r102-8171-clwa-r102,Room,120,396,,
1514,-471-5204a-clwa-471,Room,35,210,,
2151,"1421hallway-5191-clwa-1421hallway",Room,75,473,,
1492,"474-5024-clwa-474",Room,68,360,,
665,lecture-6051-clwk-lecture,Room,40,217,,
1402,"553-4005-clwa-553",Room,66,347,,
1701,aud189-8351-clwf-aud189,Room,124,405,,
1822,"5416-2145-clwa-5416",Room,71,426,,
2445,"150-c001-clwj-150",Room,139,499,,
2429,-105hall-a011a-clwa-105hall,Room,138,497,,
2243,"1114-6111-clwa-1114",Room,134,476,,
747,BusStop-9031-clwa-BusStop,Room,10,243,,
2282,"4347-6114-clwa-4347",Room,134,479,,
1265,"414-2214-clwa-414",Room,21,316,,
2105,"3316Hall-5033-clwa-3316Hall",Room,74,466,,
1209,"152-2021-clwa-152",Room,86,306,,
1162,g302-113g3-clwa-g302,Room,17,301,,
2406,"4000-8454-clwa-4000",Room,54,237,,
1368,hwy152-4001-clwa-hwy152,Room,66,343,,
1501,"147-5151-clwa-147",Room,34,208,,
2120,-2302-5172b-clwa-2302,Room,133,470,,
1951,"1433-3141-clwa-1433",Room,128,438,,
2427,"130-a011-clwb-130",Room,138,497,,
1483,"240-5022-clwa-240",Room,68,358,,
2256,"2128-6112-clwa-2128",Room,134,477,,
582,TrainingRm-1051-clwa-TrainingRm,Room,16,181,,
2043,hallway-5024-4015-clwa-hallway-5024,Room,30,452,,
760,"100-0021-clwa-100",Room,64,250,,
1426,"110-4151-clwb-110",Room,103,351,,
1748,"350-8393-clwb-350",Room,81,409,,
1769,"1100-2111-clwe-1100",Room,6,412,,
2022,"2100-3252-clwa-2100",Room,29,448,,
878,"4800dhall-0044-clwa-4800dhall",Room,67,270,,
1920,"4406-3084-clwa-4406",Room,27,436,,
1706,"208hall-8352-clwa-208hall",Room,124,406,,
1321,"621hall-3036-clwa-621hall",Room,26,330,,
1459,"100-5011-clwb-100",Room,106,356,,
2273,"4000-6114-clwa-4000",Room,134,479,,
1188,"220B-2012-clwb-220B",Room,18,305,,
1525,"121-5351-clwa-121",Room,107,365,,
1157,g234-113g2-clwa-g234,Room,17,301,,
1126,c200-113c2-clwb-c200,Room,17,303,,
1322,"637hall-3036-clwa-637hall",Room,26,330,,
2391,"1231-8451-clwa-1231",Room,54,234,,
943,"3050-0083-clwa-3050",Room,3,281,,
1356,"208-3232-clwa-208",Room,100,342,,
1987,"5059-3145-clwa-5059",Room,128,442,,
2108,"4205Hall-5034-clwa-4205Hall",Room,74,467,,
530,Lobby-0081-clwb-Lobby,Room,3,162,,
1886,"1200-3081-clwg-1200",Room,27,198,,
722,lobby-8361-clwa-lobby,Room,53,233,,
979,b106hall-843b-clwa-b106hall,Room,82,285,,
1219,"248-2022-clwb-248",Room,86,307,,
1955,"1600-3141-clwb-1600",Room,128,438,,
2149,"1400-5191-clwa-1400",Room,75,473,,
957,L008hall-836b-clwa-L008hall,Room,53,282,,
1563,"178-6011-clwd-178",Room,39,216,,
2366,"3004-8363-clwb-3004",Room,53,492,,
1339,"100-3051-clwd-100",Room,96,336,,
1825,"1304-2151-clwb-1304",Room,127,427,,
1555,"118-6011-clwa-118",Room,39,216,,
1214,"171-2021-clwa-171",Room,86,306,,
2490,closet-ip41-clwa-closet,Room,146,507,,
871,"3500-0043-clwb-3500",Room,67,269,,
1572,"254-6012-clwa-254",Room,39,372,,
1332,"136-3041-clwa-136",Room,95,334,,
970,b002-839b-clwa-b002,Room,81,284,,
758,clubhouse-9191-clwa-clubhouse,Room,62,248,,
1962,"2099-3142-clwa-2099",Room,128,439,,
876,"4700-0044-clwa-4700",Room,67,270,,
2247,"1341-6111-clwa-1341",Room,134,476,,
1542,"373-6003-clwa-373",Room,109,369,,
2456,"250-c042-clwe-250",Room,139,500,,
684,lounge-6053-clwa-lounge,Room,40,219,,
884,b339hall-503b-clwa-b339hall,Room,74,271,,
1823,"5542hall-2145-clwa-5542hall",Room,71,426,,
666,lecture-6051-clwl-lecture,Room,40,217,,
1897,"2409-3082-clwa-2409",Room,27,434,,
2478,"250-i312-clwd-250",Room,144,505,,
1880,"1200-3081-clwa-1200",Room,27,198,,
1997,"6131-3146-clwa-6131",Room,128,443,,
1609,"473hall-6104-clwa-473hall",Room,77,377,,
1349,"102-3151-clwa-102",Room,98,339,,
572,study-1022-clwa-study,Room,5,177,,
1264,"410-2214-clwa-410",Room,21,316,,
1796,"2221-hallway-2142-clwa-2221-hallway",Room,71,423,,
2311,"2042-7212-clwa-2042",Room,47,484,,
1263,"350-2213-clwa-350",Room,21,315,,
1225,"100-2031-clwa-100",Room,87,309,,
1094,b109-113b1-clwd-b109,Room,17,182,,
1730,"240-8392-clwa-240",Room,81,408,,
1048,"570-1025-clwa-570",Room,5,293,,
989,"4460-0084-clwa-4460",Room,3,286,,
741,soundroom-9012-clwa-soundroom,Room,57,241,,
1139,c215-113c2-clwb-c215,Room,17,303,,
2504,"121hall-t001-clwa-121hall",Room,150,513,,
1300,"364-3023-clwb-364",Room,25,324,,
1296,"259-3022-clwa-259",Room,25,196,,
2477,"250-i312-clwc-250",Room,144,505,,
1290,"209-3022-clwa-209",Room,25,196,,
714,paciolan-7211-clwa-paciolan,Room,47,227,,
2479,"200-i412-clwa-200",Room,144,505,,
2143,"1200-5191-clwg-1200",Room,75,473,,
916,"1015-0081-clwa-1015",Room,3,162,,
1772,"1170-2111-clwa-1170",Room,6,412,,
669,lecture-6052-clwa-lecture,Room,40,218,,
1688,"104-8331-clwa-104",Room,123,404,,
1088,c106-113c1-clwa-c106,Room,17,303,,
1923,"5109-3085-clwa-5109",Room,27,437,,
2028,"4100-3254-clwa-4100",Room,29,202,,
923,"1045-0081-clwa-1045",Room,3,162,,
1240,"310-2103-clwa-310",Room,20,311,,
2154,"2218hallway-5192-clwa-2218hallway",Room,75,474,,
2430,-117hall-a011a-clwa-117hall,Room,138,497,,
1191,"308-2013-clwa-308",Room,18,184,,
1634,"104-7251-clwa-104",Room,114,385,,
1327,"816hall-3038-clwa-816hall",Room,26,332,,
2160,"2400-5192-clwb-2400",Room,75,474,,
1915,"4130-3084-clwa-4130",Room,27,436,,
2313,"3002-7213-clwa-3002",Room,47,485,,
1423,"240-4132-clwa-240",Room,102,350,,
2263,"3016-6113-clwa-3016",Room,134,478,,
1715,"112-8391-clwa-112",Room,81,407,,
1683,f110-8311-clwd-f110,Room,122,403,,
1903,"3121-3083-clwa-3121",Room,27,435,,
1645,"252b-8022-clwa-252b",Room,116,391,,
1057,"201-1112-clwa-201",Room,63,296,,
2320,"3201-7213-clwa-3201",Room,47,485,,
2262,"2341-6112-clwa-2341",Room,134,477,,
1475,"166-5021-clwa-166",Room,68,357,,
1959,"2051-3142-clwa-2051",Room,128,439,,
1608,"451hall-6104-clwa-451hall",Room,77,377,,
1222,"290-2022-clwa-290",Room,86,307,,
2418,"1134hall-8501-clwa-1134hall",Room,55,238,,
695,buslot-6801-clwc-buslot,Room,41,220,,
1641,"112-8001-clwa-112",Room,49,229,,
1019,"5600-0085-clwa-5600",Room,3,164,,
1512,-371-5203a-clwa-371,Room,35,364,,
2214,"3200hall-6053-clwg-3200hall",Room,40,219,,
1944,"1420-3141-clwa-1420",Room,128,438,,
1842,"1200-2221-clwc-1200",Room,22,192,,
2383,"2044-8432-clwa-2044",Room,82,495,,
910,G025-721b-clwa-G025,Room,47,278,,
2098,"2139Hall-5032-clwa-2139Hall",Room,74,465,,
2493,pantry-m791-clwa-pantry,Room,147,508,,
1589,"169-6101-clwa-169",Room,77,374,,
2370,"3052-8363-clwa-3052",Room,53,492,,
1258,"122-2211-clwa-122",Room,21,191,,
1930,"5327-3085-clwa-5327",Room,27,437,,
1543,ste400-6004-clwa-ste400,Room,109,370,,
1846,"1200-2221-clwg-1200",Room,22,192,,
1379,"261-4002-clwa-261",Room,66,344,,
718,lounge-8001-clwb-lounge,Room,49,229,,
725,visitors-8451-clwa-visitors,Room,54,234,,
1921,"4418-3084-clwa-4418",Room,27,436,,
1280,"175-2361-clwa-175",Room,94,323,,
2518,-200-t112a-clwc-200,Room,150,514,,
1834,"3306-2153-clwa-3306",Room,127,429,,
2261,"2320-6112-clwa-2320",Room,134,477,,
1845,"1200-2221-clwf-1200",Room,22,192,,
1722,"150-8391-clwb-150",Room,81,407,,
1037,"208hall-1022-clwa-208hall",Room,5,177,,
627,hallway-5151-clwa-hallway,Room,34,208,,
552,hvac-s-0912-clwa-hvac-s,Room,11,172,,
581,lobby-1051-clwa-lobby,Room,16,181,,
2286,"1030-6531-clwb-1030",Room,135,480,,
642,Kuci-5211-clwa-Kuci,Room,36,213,,
1050,"121hall-1052-clwa-121hall",Room,16,294,,
1437,"220-4152-clwa-220",Room,103,352,,
1315,"408b-3034-clwa-408b",Room,26,328,,
621,cavern-5001-clwa-cavern,Room,31,204,,
2134,-4403-5174b-clwa-4403,Room,133,472,,
1808,"3556-hallway-2143-clwa-3556-hallway",Room,71,424,,
2054,hwy-2361-4022-clwa-hwy-2361,Room,130,454,,
1117,a134c-113a1-clwa-a134c,Room,17,302,,
1237,"256-hall-2102-clwa-256-hall",Room,20,310,,
2249,"1800-6111-clwb-1800",Room,134,476,,
1469,"128-5021-clwb-128",Room,68,357,,
2074,"1100-4031-clwc-1100",Room,131,458,,
797,"101-0041-clwa-101",Room,67,256,,
1146,a220-113a2-clwe-a220,Room,17,302,,
2428,"130-a011-clwc-130",Room,138,497,,
1714,"105-8391-clwa-105",Room,81,407,,
538,mdf-092t-clwa-mdf,Room,4,165,,
1413,"100-4111-clwh-100",Room,101,348,,
1058,"204-1112-clwa-204",Room,63,296,,
1593,"235-6102-clwa-235",Room,77,375,,
1652,"240c-8112-clwa-240c",Room,118,393,,
1605,"411hall-6104-clwa-411hall",Room,77,377,,
2454,"250-c042-clwd-250",Room,139,500,,
2082,"1300-4031-clwb-1300",Room,131,458,,
1244,"366-hall-2103-clwa-366-hall",Room,20,311,,
2254,"2116-6112-clwa-2116",Room,134,477,,
1038,"225-1022-clwa-225",Room,5,177,,
814,"175hall-0051-clwa-175hall",Room,1,160,,
992,"4620-0084-clwa-4620",Room,3,286,,
2207,"3200-6053-clwa-3200",Room,40,219,,
605,patio-2331-clwa-patio,Room,23,193,,
2220,"3500-6053-clwa-3500",Room,40,219,,
1698,aud189-8351-clwc-aud189,Room,124,405,,
1490,"398-5023-clwa-398",Room,68,359,,
1632,"132-7231-clwa-132",Room,78,279,,
1447,"132-4231-clwa-132",Room,104,353,,
626,lobby-5121-clwa-lobby,Room,33,207,,
634,drumsouth-5204b-clwa-drumsouth,Room,35,210,,
1074,"560-1115-clwa-560",Room,63,299,,
2175,-6337hall-5206b-clwa-6337hall,Room,35,212,,
1579,"100-6101-clwc-100",Room,77,374,,
2136,"1002hallway-5191-clwa-1002hallway",Room,75,473,,
2398,"2200-8452-clwb-2200",Room,54,235,,
877,"4750-0044-clwa-4750",Room,67,270,,
2158,"2331-5192-clwa-2331",Room,75,474,,
1062,"256n-1112-clwa-256n",Room,63,296,,
2147,"1314hallway-5191-clwa-1314hallway",Room,75,473,,
728,hall-8453-clwa-hall,Room,54,236,,
2248,"1800-6111-clwa-1800",Room,134,476,,
730,hall-8453-clwc-hall,Room,54,236,,
1233,"143-2101-clwa-143",Room,20,190,,
1123,b200-113b2-clwa-b200,Room,17,182,,
895,b530-519b-clwa-b530,Room,75,272,,
1064,"307-1113-clwa-307",Room,63,297,,
1712,"100-8391-clwa-100",Room,81,407,,
2476,"200-i312-clwc-200",Room,144,505,,
964,b143hall-837b-clwa-b143hall,Room,80,283,,
2012,s3220hall-3213a-clwa-s3220hall,Room,129,446,,
779,"320-0023-clwc-320",Room,64,252,,
891,b330-519b-clwa-b330,Room,75,272,,
